Document_ID,prompt_id,label
AR_gpt-4o_15_98_1944,104,-1
AR_gpt-4o_15_98_1944,101,0
AR_gpt-4o_6_57_1121,57,1
AR_gpt-4o_6_57_1121,89,-1
AR_gpt-4o_6_57_1121,109,0
AR_gpt-4o_11_94_1867,94,1
AR_gpt-4o_11_94_1867,161,-1
AR_gpt-4o_11_94_1867,139,0
AR_gpt-4o_13_82_1622,82,1
AR_gpt-4o_13_82_1622,156,-1
AR_gpt-4o_13_82_1622,25,0
AR_gpt-4o_6_57_1124,57,1
AR_gpt-4o_6_57_1124,5,-1
AR_gpt-4o_6_57_1124,109,0
AR_gpt-4o_15_63_1241,63,1
AR_gpt-4o_15_63_1241,157,-1
AR_gpt-4o_15_63_1241,108,0
AR_gpt-4o_13_82_1629,82,1
AR_gpt-4o_13_82_1629,122,-1
AR_gpt-4o_13_82_1629,136,0
AR_gpt-4o_17_75_1489,75,1
AR_gpt-4o_17_75_1489,87,-1
AR_gpt-4o_17_75_1489,148,0
AR_gpt-4o_12_52_1030,52,1
AR_gpt-4o_12_52_1030,51,-1
AR_gpt-4o_12_52_1030,103,0
AR_gpt-4o_4_67_1321,67,1
AR_gpt-4o_4_67_1321,121,-1
AR_gpt-4o_4_67_1321,141,0
AR_gpt-4o_11_94_1863,94,1
AR_gpt-4o_11_94_1863,131,-1
AR_gpt-4o_11_94_1863,23,0
AR_gpt-4o_13_82_1625,82,1
AR_gpt-4o_13_82_1625,6,-1
AR_gpt-4o_13_82_1625,135,0
AR_gpt-4o_12_52_1027,52,1
AR_gpt-4o_12_52_1027,132,-1
AR_gpt-4o_12_52_1027,103,0
AR_gpt-4o_15_48_948,48,1
AR_gpt-4o_15_48_948,105,-1
AR_gpt-4o_15_48_948,101,0
AR_gpt-4o_18_154_3062,154,1
AR_gpt-4o_18_154_3062,111,-1
AR_gpt-4o_18_154_3062,155,0
AR_gpt-4o_15_98_1950,98,1
AR_gpt-4o_15_98_1950,78,-1
AR_gpt-4o_15_98_1950,48,0
AR_gpt-4o_6_61_1209,61,1
AR_gpt-4o_6_61_1209,103,-1
AR_gpt-4o_6_61_1209,104,0
AR_gpt-4o_11_93_1847,93,1
AR_gpt-4o_11_93_1847,66,-1
AR_gpt-4o_11_93_1847,94,0
AR_gpt-4o_18_154_3061,154,1
AR_gpt-4o_18_154_3061,53,-1
AR_gpt-4o_18_154_3061,155,0
AR_gpt-4o_15_63_1249,63,1
AR_gpt-4o_15_63_1249,77,-1
AR_gpt-4o_15_63_1249,48,0
AR_gpt-4o_15_63_1245,63,1
AR_gpt-4o_15_63_1245,7,-1
AR_gpt-4o_15_63_1245,64,0
AR_gpt-4o_18_154_3067,154,1
AR_gpt-4o_18_154_3067,135,-1
AR_gpt-4o_18_154_3067,155,0
AR_gpt-4o_17_76_1501,76,1
AR_gpt-4o_17_76_1501,17,-1
AR_gpt-4o_17_76_1501,75,0
AR_gpt-4o_3_91_1806,91,1
AR_gpt-4o_3_91_1806,158,-1
AR_gpt-4o_3_91_1806,33,0
AR_gpt-4o_3_92_1826,92,1
AR_gpt-4o_3_92_1826,62,-1
AR_gpt-4o_3_92_1826,35,0
AR_gpt-4o_2_95_1883,95,1
AR_gpt-4o_2_95_1883,99,-1
AR_gpt-4o_2_95_1883,96,0
AR_gpt-4o_6_74_1470,74,1
AR_gpt-4o_6_74_1470,131,-1
AR_gpt-4o_6_74_1470,11,0
AR_gpt-4o_15_98_1942,98,1
AR_gpt-4o_15_98_1942,151,-1
AR_gpt-4o_15_98_1942,97,0
AR_gpt-4o_4_67_1322,67,1
AR_gpt-4o_4_67_1322,77,-1
AR_gpt-4o_4_67_1322,8,0
AR_gpt-4o_3_91_1803,91,1
AR_gpt-4o_3_91_1803,157,-1
AR_gpt-4o_3_91_1803,5,0
AR_gpt-4o_15_77_1523,77,1
AR_gpt-4o_15_77_1523,32,-1
AR_gpt-4o_15_77_1523,97,0
AR_gpt-4o_2_95_1886,95,1
AR_gpt-4o_2_95_1886,161,-1
AR_gpt-4o_2_95_1886,144,0
AR_gpt-4o_17_99_1968,99,1
AR_gpt-4o_17_99_1968,83,-1
AR_gpt-4o_17_99_1968,148,0
AR_gpt-4o_6_61_1210,61,1
AR_gpt-4o_6_61_1210,2,-1
AR_gpt-4o_6_61_1210,74,0
AR_gpt-4o_15_97_1929,97,1
AR_gpt-4o_15_97_1929,106,-1
AR_gpt-4o_15_97_1929,113,0
AR_gpt-4o_4_67_1326,67,1
AR_gpt-4o_4_67_1326,134,-1
AR_gpt-4o_4_67_1326,141,0
AR_gpt-4o_17_75_1484,75,1
AR_gpt-4o_17_75_1484,24,-1
AR_gpt-4o_17_75_1484,99,0
AR_gpt-4o_6_70_1386,70,1
AR_gpt-4o_6_70_1386,96,-1
AR_gpt-4o_6_70_1386,104,0
AR_gpt-4o_6_72_1426,72,1
AR_gpt-4o_6_72_1426,110,-1
AR_gpt-4o_6_72_1426,104,0
AR_gpt-4o_17_59_1164,59,1
AR_gpt-4o_17_59_1164,29,-1
AR_gpt-4o_17_59_1164,99,0
AR_gpt-4o_11_94_1862,94,1
AR_gpt-4o_11_94_1862,99,-1
AR_gpt-4o_11_94_1862,139,0
AR_gpt-4o_6_72_1424,72,1
AR_gpt-4o_6_72_1424,161,-1
AR_gpt-4o_6_72_1424,107,0
AR_gpt-4o_8_58_1145,58,1
AR_gpt-4o_8_58_1145,8,-1
AR_gpt-4o_8_58_1145,16,0
AR_gpt-4o_18_154_3066,154,1
AR_gpt-4o_18_154_3066,81,-1
AR_gpt-4o_18_154_3066,155,0
AR_gpt-4o_18_154_3065,154,1
AR_gpt-4o_18_154_3065,154,-1
AR_gpt-4o_18_154_3065,153,0
AR_gpt-4o_15_63_1250,63,1
AR_gpt-4o_15_63_1250,127,-1
AR_gpt-4o_15_63_1250,77,0
AR_gpt-4o_12_78_1548,78,1
AR_gpt-4o_12_78_1548,38,-1
AR_gpt-4o_12_78_1548,24,0
AR_gpt-4o_13_81_1602,81,1
AR_gpt-4o_13_81_1602,6,-1
AR_gpt-4o_13_81_1602,82,0
AR_gpt-4o_6_74_1467,74,1
AR_gpt-4o_6_74_1467,137,-1
AR_gpt-4o_6_74_1467,80,0
AR_gpt-4o_8_79_1569,79,1
AR_gpt-4o_8_79_1569,120,-1
AR_gpt-4o_8_79_1569,121,0
AR_gpt-4o_9_86_1709,86,1
AR_gpt-4o_9_86_1709,111,-1
AR_gpt-4o_9_86_1709,85,0
AR_gpt-4o_6_74_1466,74,1
AR_gpt-4o_6_74_1466,72,-1
AR_gpt-4o_6_74_1466,107,0
AR_gpt-4o_18_154_3070,154,1
AR_gpt-4o_18_154_3070,71,-1
AR_gpt-4o_18_154_3070,155,0
AR_gpt-4o_11_93_1850,93,1
AR_gpt-4o_11_93_1850,157,-1
AR_gpt-4o_11_93_1850,140,0
AR_gpt-4o_12_78_1545,78,1
AR_gpt-4o_12_78_1545,31,-1
AR_gpt-4o_12_78_1545,52,0
AR_gpt-4o_15_53_1047,53,1
AR_gpt-4o_15_53_1047,67,-1
AR_gpt-4o_15_53_1047,101,0
AR_gpt-4o_4_66_1310,66,1
AR_gpt-4o_4_66_1310,21,-1
AR_gpt-4o_4_66_1310,142,0
AR_gpt-4o_3_91_1802,91,1
AR_gpt-4o_3_91_1802,83,-1
AR_gpt-4o_3_91_1802,151,0
AR_gpt-4o_6_80_1584,80,1
AR_gpt-4o_6_80_1584,158,-1
AR_gpt-4o_6_80_1584,57,0
AR_gpt-4o_9_85_1688,85,1
AR_gpt-4o_9_85_1688,96,-1
AR_gpt-4o_9_85_1688,146,0
AR_gpt-4o_15_97_1924,97,1
AR_gpt-4o_15_97_1924,80,-1
AR_gpt-4o_15_97_1924,108,0
AR_gpt-4o_6_56_1110,56,1
AR_gpt-4o_6_56_1110,160,-1
AR_gpt-4o_6_56_1110,57,0
AR_gpt-4o_15_63_1242,63,1
AR_gpt-4o_15_63_1242,16,-1
AR_gpt-4o_15_63_1242,101,0
AR_gpt-4o_17_76_1502,76,1
AR_gpt-4o_17_76_1502,8,-1
AR_gpt-4o_17_76_1502,38,0
AR_gpt-4o_17_75_1490,75,1
AR_gpt-4o_17_75_1490,101,-1
AR_gpt-4o_17_75_1490,99,0
AR_gpt-4o_15_48_947,48,1
AR_gpt-4o_15_48_947,114,-1
AR_gpt-4o_15_48_947,113,0
AR_gpt-4o_9_86_1708,86,1
AR_gpt-4o_9_86_1708,122,-1
AR_gpt-4o_9_86_1708,146,0
AR_gpt-4o_11_94_1869,94,1
AR_gpt-4o_11_94_1869,143,-1
AR_gpt-4o_11_94_1869,93,0
AR_gpt-4o_15_69_1369,69,1
AR_gpt-4o_15_69_1369,46,-1
AR_gpt-4o_15_69_1369,98,0
AR_gpt-4o_15_69_1361,69,1
AR_gpt-4o_15_69_1361,139,-1
AR_gpt-4o_15_69_1361,98,0
AR_gpt-4o_6_72_1428,72,1
AR_gpt-4o_6_72_1428,81,-1
AR_gpt-4o_6_72_1428,56,0
AR_gpt-4o_8_50_981,50,1
AR_gpt-4o_8_50_981,101,-1
AR_gpt-4o_8_50_981,121,0
AR_gpt-4o_13_81_1609,81,1
AR_gpt-4o_13_81_1609,133,-1
AR_gpt-4o_13_81_1609,82,0
AR_gpt-4o_6_61_1204,61,1
AR_gpt-4o_6_61_1204,160,-1
AR_gpt-4o_6_61_1204,57,0
AR_gpt-4o_17_59_1162,59,1
AR_gpt-4o_17_59_1162,50,-1
AR_gpt-4o_17_59_1162,148,0
AR_gpt-4o_6_80_1581,80,1
AR_gpt-4o_6_80_1581,41,-1
AR_gpt-4o_6_80_1581,61,0
AR_gpt-4o_13_82_1626,82,1
AR_gpt-4o_13_82_1626,41,-1
AR_gpt-4o_13_82_1626,135,0
AR_gpt-4o_6_70_1388,70,1
AR_gpt-4o_6_70_1388,139,-1
AR_gpt-4o_6_70_1388,72,0
AR_gpt-4o_18_154_3063,154,1
AR_gpt-4o_18_154_3063,155,-1
AR_gpt-4o_18_154_3063,155,0
AR_gpt-4o_17_99_1970,99,1
AR_gpt-4o_17_99_1970,29,-1
AR_gpt-4o_17_99_1970,148,0
AR_gpt-4o_2_95_1888,95,1
AR_gpt-4o_2_95_1888,82,-1
AR_gpt-4o_2_95_1888,32,0
AR_gpt-4o_2_95_1882,95,1
AR_gpt-4o_2_95_1882,106,-1
AR_gpt-4o_2_95_1882,3,0
AR_gpt-4o_6_74_1469,74,1
AR_gpt-4o_6_74_1469,29,-1
AR_gpt-4o_6_74_1469,70,0
AR_gpt-4o_6_74_1465,74,1
AR_gpt-4o_6_74_1465,97,-1
AR_gpt-4o_6_74_1465,112,0
AR_gpt-4o_17_59_1170,59,1
AR_gpt-4o_17_59_1170,40,-1
AR_gpt-4o_17_59_1170,46,0
AR_gpt-4o_12_78_1542,78,1
AR_gpt-4o_12_78_1542,154,-1
AR_gpt-4o_12_78_1542,133,0
AR_gpt-4o_6_70_1384,70,1
AR_gpt-4o_6_70_1384,39,-1
AR_gpt-4o_6_70_1384,12,0
AR_gpt-4o_2_96_1905,96,1
AR_gpt-4o_2_96_1905,161,-1
AR_gpt-4o_2_96_1905,143,0
AR_gpt-4o_4_67_1328,67,1
AR_gpt-4o_4_67_1328,17,-1
AR_gpt-4o_4_67_1328,7,0
AR_gpt-4o_15_48_943,48,1
AR_gpt-4o_15_48_943,46,-1
AR_gpt-4o_15_48_943,108,0
AR_gpt-4o_13_60_1183,60,1
AR_gpt-4o_13_60_1183,16,-1
AR_gpt-4o_13_60_1183,25,0
AR_gpt-4o_6_57_1130,57,1
AR_gpt-4o_6_57_1130,73,-1
AR_gpt-4o_6_57_1130,112,0
AR_gpt-4o_16_83_1647,83,1
AR_gpt-4o_16_83_1647,34,-1
AR_gpt-4o_16_83_1647,40,0
AR_gpt-4o_15_64_1264,64,1
AR_gpt-4o_15_64_1264,88,-1
AR_gpt-4o_15_64_1264,126,0
AR_gpt-4o_3_91_1805,91,1
AR_gpt-4o_3_91_1805,72,-1
AR_gpt-4o_3_91_1805,151,0
AR_gpt-4o_13_60_1187,60,1
AR_gpt-4o_13_60_1187,84,-1
AR_gpt-4o_13_60_1187,81,0
AR_gpt-4o_4_67_1324,67,1
AR_gpt-4o_4_67_1324,71,-1
AR_gpt-4o_4_67_1324,66,0
AR_gpt-4o_3_92_1824,92,1
AR_gpt-4o_3_92_1824,144,-1
AR_gpt-4o_3_92_1824,5,0
AR_gpt-4o_2_96_1907,96,1
AR_gpt-4o_2_96_1907,156,-1
AR_gpt-4o_2_96_1907,143,0
AR_gpt-4o_13_60_1188,60,1
AR_gpt-4o_13_60_1188,6,-1
AR_gpt-4o_13_60_1188,135,0
AR_gpt-4o_11_94_1868,94,1
AR_gpt-4o_11_94_1868,129,-1
AR_gpt-4o_11_94_1868,23,0
AR_gpt-4o_6_57_1129,57,1
AR_gpt-4o_6_57_1129,82,-1
AR_gpt-4o_6_57_1129,56,0
AR_gpt-4o_12_52_1024,52,1
AR_gpt-4o_12_52_1024,21,-1
AR_gpt-4o_12_52_1024,24,0
AR_gpt-4o_15_53_1048,53,1
AR_gpt-4o_15_53_1048,29,-1
AR_gpt-4o_15_53_1048,126,0
AR_gpt-4o_4_67_1325,67,1
AR_gpt-4o_4_67_1325,94,-1
AR_gpt-4o_4_67_1325,141,0
AR_gpt-4o_15_64_1263,64,1
AR_gpt-4o_15_64_1263,155,-1
AR_gpt-4o_15_64_1263,97,0
AR_gpt-4o_8_79_1565,79,1
AR_gpt-4o_8_79_1565,119,-1
AR_gpt-4o_8_79_1565,58,0
AR_gpt-4o_17_75_1483,75,1
AR_gpt-4o_17_75_1483,43,-1
AR_gpt-4o_17_75_1483,44,0
AR_gpt-4o_14_73_1443,73,1
AR_gpt-4o_14_73_1443,93,-1
AR_gpt-4o_14_73_1443,132,0
AR_gpt-4o_6_57_1128,57,1
AR_gpt-4o_6_57_1128,97,-1
AR_gpt-4o_6_57_1128,112,0
AR_gpt-4o_15_77_1526,77,1
AR_gpt-4o_15_77_1526,11,-1
AR_gpt-4o_15_77_1526,113,0
AR_gpt-4o_3_91_1804,91,1
AR_gpt-4o_3_91_1804,94,-1
AR_gpt-4o_3_91_1804,92,0
AR_gpt-4o_3_91_1810,91,1
AR_gpt-4o_3_91_1810,62,-1
AR_gpt-4o_3_91_1810,92,0
AR_gpt-4o_19_157_3121,157,1
AR_gpt-4o_19_157_3121,82,-1
AR_gpt-4o_19_157_3121,158,0
AR_gpt-4o_13_81_1603,81,1
AR_gpt-4o_13_81_1603,151,-1
AR_gpt-4o_13_81_1603,25,0
AR_gpt-4o_20_160_3188,160,1
AR_gpt-4o_20_160_3188,56,-1
AR_gpt-4o_20_160_3188,161,0
AR_gpt-4o_12_78_1550,78,1
AR_gpt-4o_12_78_1550,93,-1
AR_gpt-4o_12_78_1550,24,0
AR_gpt-4o_15_64_1266,64,1
AR_gpt-4o_15_64_1266,86,-1
AR_gpt-4o_15_64_1266,53,0
AR_gpt-4o_4_67_1327,67,1
AR_gpt-4o_4_67_1327,97,-1
AR_gpt-4o_4_67_1327,66,0
AR_gpt-4o_3_92_1827,92,1
AR_gpt-4o_3_92_1827,21,-1
AR_gpt-4o_3_92_1827,33,0
AR_gpt-4o_15_97_1923,97,1
AR_gpt-4o_15_97_1923,133,-1
AR_gpt-4o_15_97_1923,53,0
AR_gpt-4o_15_77_1524,77,1
AR_gpt-4o_15_77_1524,143,-1
AR_gpt-4o_15_77_1524,28,0
AR_gpt-4o_15_77_1529,77,1
AR_gpt-4o_15_77_1529,98,-1
AR_gpt-4o_15_77_1529,48,0
AR_gpt-4o_17_59_1167,59,1
AR_gpt-4o_17_59_1167,136,-1
AR_gpt-4o_17_59_1167,148,0
AR_gpt-4o_2_95_1890,95,1
AR_gpt-4o_2_95_1890,29,-1
AR_gpt-4o_2_95_1890,144,0
AR_gpt-4o_17_76_1510,76,1
AR_gpt-4o_17_76_1510,71,-1
AR_gpt-4o_17_76_1510,46,0
AR_gpt-4o_8_79_1570,79,1
AR_gpt-4o_8_79_1570,17,-1
AR_gpt-4o_8_79_1570,58,0
AR_gpt-4o_2_96_1901,96,1
AR_gpt-4o_2_96_1901,116,-1
AR_gpt-4o_2_96_1901,144,0
AR_gpt-4o_8_79_1566,79,1
AR_gpt-4o_8_79_1566,160,-1
AR_gpt-4o_8_79_1566,58,0
AR_gpt-4o_16_83_1648,83,1
AR_gpt-4o_16_83_1648,154,-1
AR_gpt-4o_16_83_1648,138,0
AR_gpt-4o_3_92_1823,92,1
AR_gpt-4o_3_92_1823,68,-1
AR_gpt-4o_3_92_1823,151,0
AR_gpt-4o_14_73_1444,73,1
AR_gpt-4o_14_73_1444,159,-1
AR_gpt-4o_14_73_1444,132,0
AR_gpt-4o_8_79_1568,79,1
AR_gpt-4o_8_79_1568,108,-1
AR_gpt-4o_8_79_1568,16,0
AR_gpt-4o_9_86_1703,86,1
AR_gpt-4o_9_86_1703,156,-1
AR_gpt-4o_9_86_1703,20,0
AR_gpt-4o_9_86_1701,86,1
AR_gpt-4o_9_86_1701,155,-1
AR_gpt-4o_9_86_1701,43,0
AR_gpt-4o_9_86_1702,86,1
AR_gpt-4o_9_86_1702,158,-1
AR_gpt-4o_9_86_1702,39,0
AR_gpt-4o_15_64_1270,64,1
AR_gpt-4o_15_64_1270,70,-1
AR_gpt-4o_15_64_1270,124,0
AR_gpt-4o_15_53_1049,53,1
AR_gpt-4o_15_53_1049,99,-1
AR_gpt-4o_15_53_1049,28,0
AR_gpt-4o_8_50_982,50,1
AR_gpt-4o_8_50_982,125,-1
AR_gpt-4o_8_50_982,16,0
AR_gpt-4o_16_84_1669,84,1
AR_gpt-4o_16_84_1669,99,-1
AR_gpt-4o_16_84_1669,34,0
AR_gpt-4o_14_73_1446,73,1
AR_gpt-4o_14_73_1446,63,-1
AR_gpt-4o_14_73_1446,132,0
AR_gpt-4o_16_84_1670,84,1
AR_gpt-4o_16_84_1670,132,-1
AR_gpt-4o_16_84_1670,138,0
AR_gpt-4o_16_83_1641,83,1
AR_gpt-4o_16_83_1641,96,-1
AR_gpt-4o_16_83_1641,137,0
AR_gpt-4o_15_63_1243,63,1
AR_gpt-4o_15_63_1243,21,-1
AR_gpt-4o_15_63_1243,77,0
AR_gpt-4o_6_72_1430,72,1
AR_gpt-4o_6_72_1430,20,-1
AR_gpt-4o_6_72_1430,112,0
AR_gpt-4o_2_95_1881,95,1
AR_gpt-4o_2_95_1881,15,-1
AR_gpt-4o_2_95_1881,3,0
AR_gpt-4o_16_84_1668,84,1
AR_gpt-4o_16_84_1668,73,-1
AR_gpt-4o_16_84_1668,34,0
AR_gpt-4o_19_157_3129,157,1
AR_gpt-4o_19_157_3129,153,-1
AR_gpt-4o_19_157_3129,156,0
AR_gpt-4o_19_157_3124,157,1
AR_gpt-4o_19_157_3124,34,-1
AR_gpt-4o_19_157_3124,158,0
AR_gpt-4o_9_86_1707,86,1
AR_gpt-4o_9_86_1707,55,-1
AR_gpt-4o_9_86_1707,39,0
AR_gpt-4o_12_78_1544,78,1
AR_gpt-4o_12_78_1544,73,-1
AR_gpt-4o_12_78_1544,103,0
AR_gpt-4o_13_82_1623,82,1
AR_gpt-4o_13_82_1623,113,-1
AR_gpt-4o_13_82_1623,135,0
AR_gpt-4o_6_70_1385,70,1
AR_gpt-4o_6_70_1385,33,-1
AR_gpt-4o_6_70_1385,109,0
AR_gpt-4o_4_66_1307,66,1
AR_gpt-4o_4_66_1307,24,-1
AR_gpt-4o_4_66_1307,8,0
AR_gpt-4o_6_74_1468,74,1
AR_gpt-4o_6_74_1468,154,-1
AR_gpt-4o_6_74_1468,104,0
AR_gpt-4o_6_80_1589,80,1
AR_gpt-4o_6_80_1589,90,-1
AR_gpt-4o_6_80_1589,129,0
AR_gpt-4o_12_78_1543,78,1
AR_gpt-4o_12_78_1543,1,-1
AR_gpt-4o_12_78_1543,52,0
AR_gpt-4o_15_63_1246,63,1
AR_gpt-4o_15_63_1246,115,-1
AR_gpt-4o_15_63_1246,98,0
AR_gpt-4o_15_64_1261,64,1
AR_gpt-4o_15_64_1261,60,-1
AR_gpt-4o_15_64_1261,53,0
AR_gpt-4o_15_77_1525,77,1
AR_gpt-4o_15_77_1525,108,-1
AR_gpt-4o_15_77_1525,48,0
AR_gpt-4o_11_94_1865,94,1
AR_gpt-4o_11_94_1865,43,-1
AR_gpt-4o_11_94_1865,23,0
AR_gpt-4o_11_94_1864,94,1
AR_gpt-4o_11_94_1864,144,-1
AR_gpt-4o_11_94_1864,140,0
AR_gpt-4o_15_64_1268,64,1
AR_gpt-4o_15_64_1268,159,-1
AR_gpt-4o_15_64_1268,53,0
AR_gpt-4o_15_98_1949,98,1
AR_gpt-4o_15_98_1949,15,-1
AR_gpt-4o_15_98_1949,28,0
AR_gpt-4o_6_61_1208,61,1
AR_gpt-4o_6_61_1208,159,-1
AR_gpt-4o_6_61_1208,80,0
AR_gpt-4o_3_92_1829,92,1
AR_gpt-4o_3_92_1829,161,-1
AR_gpt-4o_3_92_1829,151,0
AR_gpt-4o_4_66_1304,66,1
AR_gpt-4o_4_66_1304,6,-1
AR_gpt-4o_4_66_1304,7,0
AR_gpt-4o_3_91_1801,91,1
AR_gpt-4o_3_91_1801,82,-1
AR_gpt-4o_3_91_1801,19,0
AR_gpt-4o_14_55_1085,55,1
AR_gpt-4o_14_55_1085,153,-1
AR_gpt-4o_14_55_1085,26,0
AR_gpt-4o_17_99_1965,99,1
AR_gpt-4o_17_99_1965,119,-1
AR_gpt-4o_17_99_1965,59,0
AR_gpt-4o_6_57_1126,57,1
AR_gpt-4o_6_57_1126,121,-1
AR_gpt-4o_6_57_1126,107,0
AR_gpt-4o_16_83_1644,83,1
AR_gpt-4o_16_83_1644,140,-1
AR_gpt-4o_16_83_1644,138,0
AR_gpt-4o_17_59_1166,59,1
AR_gpt-4o_17_59_1166,93,-1
AR_gpt-4o_17_59_1166,75,0
AR_gpt-4o_8_79_1563,79,1
AR_gpt-4o_8_79_1563,128,-1
AR_gpt-4o_8_79_1563,121,0
AR_gpt-4o_14_73_1447,73,1
AR_gpt-4o_14_73_1447,58,-1
AR_gpt-4o_14_73_1447,55,0
AR_gpt-4o_15_69_1370,69,1
AR_gpt-4o_15_69_1370,20,-1
AR_gpt-4o_15_69_1370,98,0
AR_gpt-4o_8_50_983,50,1
AR_gpt-4o_8_50_983,158,-1
AR_gpt-4o_8_50_983,17,0
AR_gpt-4o_15_53_1046,53,1
AR_gpt-4o_15_53_1046,132,-1
AR_gpt-4o_15_53_1046,27,0
AR_gpt-4o_12_52_1029,52,1
AR_gpt-4o_12_52_1029,133,-1
AR_gpt-4o_12_52_1029,134,0
AR_gpt-4o_6_72_1421,72,1
AR_gpt-4o_6_72_1421,135,-1
AR_gpt-4o_6_72_1421,70,0
AR_gpt-4o_4_67_1323,67,1
AR_gpt-4o_4_67_1323,132,-1
AR_gpt-4o_4_67_1323,8,0
AR_gpt-4o_2_96_1902,96,1
AR_gpt-4o_2_96_1902,130,-1
AR_gpt-4o_2_96_1902,6,0
AR_gpt-4o_11_93_1841,93,1
AR_gpt-4o_11_93_1841,154,-1
AR_gpt-4o_11_93_1841,94,0
AR_gpt-4o_15_77_1522,77,1
AR_gpt-4o_15_77_1522,50,-1
AR_gpt-4o_15_77_1522,124,0
AR_gpt-4o_13_60_1186,60,1
AR_gpt-4o_13_60_1186,116,-1
AR_gpt-4o_13_60_1186,25,0
AR_gpt-4o_6_56_1102,56,1
AR_gpt-4o_6_56_1102,154,-1
AR_gpt-4o_6_56_1102,74,0
AR_gpt-4o_8_79_1561,79,1
AR_gpt-4o_8_79_1561,155,-1
AR_gpt-4o_8_79_1561,17,0
AR_gpt-4o_15_98_1941,98,1
AR_gpt-4o_15_98_1941,60,-1
AR_gpt-4o_15_98_1941,63,0
AR_gpt-4o_3_92_1825,92,1
AR_gpt-4o_3_92_1825,105,-1
AR_gpt-4o_3_92_1825,151,0
AR_gpt-4o_6_72_1429,72,1
AR_gpt-4o_6_72_1429,152,-1
AR_gpt-4o_6_72_1429,129,0
AR_gpt-4o_14_55_1082,55,1
AR_gpt-4o_14_55_1082,24,-1
AR_gpt-4o_14_55_1082,132,0
AR_gpt-4o_11_93_1842,93,1
AR_gpt-4o_11_93_1842,14,-1
AR_gpt-4o_11_93_1842,139,0
AR_gpt-4o_17_75_1487,75,1
AR_gpt-4o_17_75_1487,136,-1
AR_gpt-4o_17_75_1487,38,0
AR_gpt-4o_16_83_1643,83,1
AR_gpt-4o_16_83_1643,35,-1
AR_gpt-4o_16_83_1643,138,0
AR_gpt-4o_6_80_1585,80,1
AR_gpt-4o_6_80_1585,153,-1
AR_gpt-4o_6_80_1585,74,0
AR_gpt-4o_2_95_1885,95,1
AR_gpt-4o_2_95_1885,105,-1
AR_gpt-4o_2_95_1885,32,0
AR_gpt-4o_15_48_945,48,1
AR_gpt-4o_15_48_945,18,-1
AR_gpt-4o_15_48_945,126,0
AR_gpt-4o_6_80_1587,80,1
AR_gpt-4o_6_80_1587,49,-1
AR_gpt-4o_6_80_1587,112,0
AR_gpt-4o_15_98_1945,98,1
AR_gpt-4o_15_98_1945,40,-1
AR_gpt-4o_15_98_1945,113,0
AR_gpt-4o_6_61_1201,61,1
AR_gpt-4o_6_61_1201,161,-1
AR_gpt-4o_6_61_1201,57,0
AR_gpt-4o_15_77_1527,77,1
AR_gpt-4o_15_77_1527,60,-1
AR_gpt-4o_15_77_1527,98,0
AR_gpt-4o_2_96_1906,96,1
AR_gpt-4o_2_96_1906,94,-1
AR_gpt-4o_2_96_1906,95,0
AR_gpt-4o_17_76_1504,76,1
AR_gpt-4o_17_76_1504,108,-1
AR_gpt-4o_17_76_1504,59,0
AR_gpt-4o_6_72_1422,72,1
AR_gpt-4o_6_72_1422,85,-1
AR_gpt-4o_6_72_1422,104,0
AR_gpt-4o_13_60_1189,60,1
AR_gpt-4o_13_60_1189,84,-1
AR_gpt-4o_13_60_1189,25,0
AR_gpt-4o_16_84_1663,84,1
AR_gpt-4o_16_84_1663,83,-1
AR_gpt-4o_16_84_1663,40,0
AR_gpt-4o_17_76_1506,76,1
AR_gpt-4o_17_76_1506,52,-1
AR_gpt-4o_17_76_1506,99,0
AR_gpt-4o_6_57_1122,57,1
AR_gpt-4o_6_57_1122,96,-1
AR_gpt-4o_6_57_1122,129,0
AR_gpt-4o_14_55_1088,55,1
AR_gpt-4o_14_55_1088,121,-1
AR_gpt-4o_14_55_1088,26,0
AR_gpt-4o_15_53_1043,53,1
AR_gpt-4o_15_53_1043,22,-1
AR_gpt-4o_15_53_1043,98,0
AR_gpt-4o_13_81_1608,81,1
AR_gpt-4o_13_81_1608,158,-1
AR_gpt-4o_13_81_1608,135,0
AR_gpt-4o_17_75_1481,75,1
AR_gpt-4o_17_75_1481,36,-1
AR_gpt-4o_17_75_1481,46,0
AR_gpt-4o_15_98_1943,98,1
AR_gpt-4o_15_98_1943,93,-1
AR_gpt-4o_15_98_1943,69,0
AR_gpt-4o_12_52_1028,52,1
AR_gpt-4o_12_52_1028,156,-1
AR_gpt-4o_12_52_1028,103,0
AR_gpt-4o_18_154_3069,154,1
AR_gpt-4o_18_154_3069,155,-1
AR_gpt-4o_18_154_3069,155,0
AR_gpt-4o_12_78_1541,78,1
AR_gpt-4o_12_78_1541,145,-1
AR_gpt-4o_12_78_1541,134,0
AR_gpt-4o_13_81_1601,81,1
AR_gpt-4o_13_81_1601,84,-1
AR_gpt-4o_13_81_1601,60,0
AR_gpt-4o_16_83_1649,83,1
AR_gpt-4o_16_83_1649,30,-1
AR_gpt-4o_16_83_1649,40,0
AR_gpt-4o_6_70_1383,70,1
AR_gpt-4o_6_70_1383,154,-1
AR_gpt-4o_6_70_1383,56,0
